Frequency Samples,Real,Imag
780.3,-0.217802,1.15094
780.4,0.331272,-1.75033
780.5,0.0554996,-0.293204
780.6,0.559739,-2.95675
780.7,0.314458,-1.66084
780.8,1.13724,-6.00563
780.9,1.06604,-5.62892
781,19.7767,-104.412
781.1,-1.21855,6.4325
781.2,-1.14429,6.03971
781.3,-0.218005,1.15051
781.4,-0.461549,2.43549
781.5,0.0556407,-0.293564
781.6,-0.213915,1.12848
781.7,0.314907,-1.66103
781.8,-0.0677528,0.35715
781.9,1.06728,-5.62811
782,-0.11158,0.588316
782.1,-1.22018,6.43267
782.2,0.192615,-1.01556
782.3,-0.218208,1.15007
782.4,0.332273,-1.75103
782.5,0.0557818,-0.293924
782.6,0.56128,-2.95711
782.7,0.315357,-1.66123
782.8,1.14008,-6.00491
782.9,1.06853,-5.6273
783,19.7756,-104.133
783.1,-1.22181,6.43285
783.2,-1.14717,6.03907
783.3,-0.218411,1.14964
783.4,-0.462584,2.43455
783.5,0.0559237,-0.294284
783.6,-0.214317,1.12765
783.7,0.315806,-1.66142
783.8,-0.0677567,0.356537
783.9,1.06977,-5.62648
784,-0.112147,0.589762
784.1,-1.22344,6.43303
784.2,0.193328,-1.01656
784.3,-0.218614,1.14921
784.4,0.333275,-1.75172
784.5,0.0560648,-0.294644
784.6,0.562816,-2.95744
784.7,0.316255,-1.66161
784.8,1.14293,-6.00419
784.9,1.07101,-5.62567
785,19.7745,-103.855
785.1,-1.22507,6.4332
785.2,-1.15005,6.03844
785.3,-0.218817,1.14877
785.4,-0.463614,2.43363
785.5,0.0562067,-0.295004
785.6,-0.214718,1.12681
785.7,0.316705,-1.66181
785.8,-0.0678358,0.355878
785.9,1.07226,-5.62486
786,-0.112715,0.591208
786.1,-1.2267,6.43338
786.2,0.194038,-1.01756
786.3,-0.21902,1.14834
786.4,0.334277,-1.75242
786.5,0.0563483,-0.295363
786.6,0.564351,-2.95778
786.7,0.317154,-1.662
786.8,1.14577,-6.00347
786.9,1.0735,-5.62404
787,19.7733,-103.579
787.1,-1.22833,6.43355
787.2,-1.15292,6.0378
787.3,-0.219222,1.1479
787.4,-0.464643,2.43271
787.5,0.0564904,-0.295723
787.6,-0.215119,1.12598
787.7,0.317605,-1.66219
787.8,-0.0678935,0.355252
787.9,1.07474,-5.62323
788,-0.113285,0.592652
788.1,-1.22996,6.43372
788.2,0.1947,-1.0186
788.3,-0.219424,1.14747
788.4,0.33528,-1.75311
788.5,0.056633,-0.296083
788.6,0.565879,-2.9581
788.7,0.318054,-1.66239
788.8,1.14862,-6.00275
788.9,1.07598,-5.62242
789,19.7722,-103.304
789.1,-1.2316,6.4339
789.2,-1.1558,6.03716
789.3,-0.219626,1.14703
789.4,-0.465687,2.43178
789.5,0.0567756,-0.296443
789.6,-0.215519,1.12515
789.7,0.318504,-1.66258
789.8,-0.0679398,0.354615
789.9,1.07722,-5.6216
790,-0.113856,0.594097
790.1,-1.23323,6.43407
790.2,0.195462,-1.01959
790.3,-0.219827,1.1466
790.4,0.336284,-1.7538
790.5,0.0569184,-0.296802
790.6,0.567402,-2.95846
790.7,0.318954,-1.66277
790.8,1.15146,-6.00203
790.9,1.07846,-5.62078
791,19.771,-103.03
791.1,-1.23486,6.43424
791.2,-1.15868,6.03651
791.3,-0.220029,1.14616
791.4,-0.466712,2.43084
791.5,0.0570605,-0.297162
791.6,-0.215918,1.12431
791.7,0.319404,-1.66296
791.8,-0.0679955,0.353985
791.9,1.0797,-5.61997
792,-0.114429,0.595542
792.1,-1.23649,6.43441
792.2,0.19618,-1.02054
792.3,-0.22023,1.14573
792.4,0.337289,-1.75449
792.5,0.0572038,-0.297521
792.6,0.568928,-2.95887
792.7,0.319855,-1.66316
792.8,1.15431,-6.0013
792.9,1.08094,-5.61915
793,19.7699,-102.758
793.1,-1.23812,6.43458
793.2,-1.16155,6.03587
793.3,-0.220431,1.14529
793.4,-0.467732,2.42992
793.5,0.0573468,-0.29788
793.6,-0.216316,1.12348
793.7,0.320305,-1.66335
793.8,-0.0680437,0.353347
793.9,1.08218,-5.61834
794,-0.115004,0.596985
794.1,-1.23976,6.43475
794.2,0.196837,-1.02158
794.3,-0.220631,1.14486
794.4,0.338295,-1.75518
794.5,0.0574901,-0.29824
794.6,0.570561,-2.95917
794.7,0.320755,-1.66354
794.8,1.15715,-6.00057
794.9,1.08342,-5.61752
795,19.7687,-102.487
795.1,-1.24139,6.43492
795.2,-1.16443,6.03522
795.3,-0.220832,1.14442
795.4,-0.468769,2.42898
795.5,0.0576334,-0.298599
795.6,-0.216714,1.12265
795.7,0.321206,-1.66373
795.8,-0.0681086,0.352705
795.9,1.08466,-5.6167
796,-0.115579,0.598429
796.1,-1.24302,6.43509
796.2,0.1976,-1.02258
796.3,-0.221033,1.14398
796.4,0.339301,-1.75588
796.5,0.0577769,-0.298958
796.6,0.572039,-2.95956
796.7,0.321656,-1.66392
796.8,1.15999,-5.99984
796.9,1.0859,-5.61589
797,19.7676,-102.218
797.1,-1.24465,6.43526
797.2,-1.16731,6.03458
797.3,-0.221232,1.14355
797.4,-0.469786,2.42805
797.5,0.0579209,-0.299317
797.6,-0.217111,1.12181
797.7,0.322107,-1.66411
797.8,-0.0681648,0.352077
797.9,1.08714,-5.61507
798,-0.116156,0.599872
798.1,-1.24629,6.43543
798.2,0.198254,-1.02355
798.3,-0.221432,1.14311
798.4,0.340308,-1.75657
798.5,0.0580657,-0.299676
798.6,0.573575,-2.95991
798.7,0.322558,-1.66431
798.8,1.16283,-5.99911
798.9,1.08837,-5.61425
799,19.7664,-101.95
799.1,-1.24792,6.4356
799.2,-1.17018,6.03393
799.3,-0.221632,1.14268
799.4,-0.470818,2.42713
799.5,0.0582089,-0.300035
799.6,-0.217507,1.12098
799.7,0.323009,-1.6645
799.8,-0.0681987,0.35145
799.9,1.08961,-5.61343
800,-0.116734,0.601314
800.1,-1.24955,6.43577
800.2,0.198814,-1.02457
800.3,-0.221832,1.14224
800.4,0.341316,-1.75726
800.5,0.0583537,-0.300394
800.6,0.575102,-2.96022
800.7,0.32346,-1.66469
800.8,1.16568,-5.99838
800.9,1.09085,-5.61262
801,19.7652,-101.683
801.1,-1.25119,6.43593
801.2,-1.17306,6.03328
801.3,-0.222031,1.1418
801.4,-0.471849,2.42617
801.5,0.0584981,-0.300753
801.6,-0.217903,1.12015
801.7,0.323911,-1.66488
801.8,-0.0682583,0.350813
801.9,1.09209,-5.6118
802,-0.117314,0.602756
802.1,-1.25282,6.4361
802.2,0.199695,-1.02559
802.3,-0.22223,1.14137
802.4,0.342324,-1.75795
802.5,0.0586424,-0.301112
802.6,0.576656,-2.96057
802.7,0.324363,-1.66507
802.8,1.16852,-5.99765
802.9,1.09332,-5.61098
803,19.764,-101.417
803.1,-1.25445,6.43627
803.2,-1.17593,6.03262
803.3,-0.222429,1.14093
803.4,-0.472853,2.42526
803.5,0.0587876,-0.30147
803.6,-0.218297,1.11931
803.7,0.324813,-1.66526
803.8,-0.068325,0.350182
803.9,1.09456,-5.61016
804,-0.117896,0.604197
804.1,-1.25609,6.43643
804.2,0.200428,-1.02657
804.3,-0.222628,1.1405
804.4,0.343334,-1.75864
804.5,0.0589321,-0.301829
804.6,0.5782,-2.9609
804.7,0.325265,-1.66545
804.8,1.17136,-5.99691
804.9,1.09579,-5.60934
805,19.7629,-101.153
805.1,-1.25772,6.4366
805.2,-1.17881,6.03197
805.3,-0.222826,1.14006
805.4,-0.473959,2.42432
805.5,0.0590777,-0.302187
805.6,-0.218691,1.11848
805.7,0.325717,-1.66564
805.8,-0.0683584,0.349549
805.9,1.09703,-5.60852
806,-0.118478,0.605638
806.1,-1.25935,6.43676
806.2,0.201096,-1.02762
806.3,-0.223024,1.13962
806.4,0.344344,-1.75933
806.5,0.0592232,-0.302546
806.6,0.57973,-2.96124
806.7,0.326169,-1.66583
806.8,1.1742,-5.99617
806.9,1.09826,-5.6077
807,19.7617,-100.89
807.1,-1.26099,6.43693
807.2,-1.18168,6.03131
807.3,-0.223223,1.13919
807.4,-0.474871,2.42341
807.5,0.0593688,-0.302904
807.6,-0.219085,1.11765
807.7,0.32662,-1.66602
807.8,-0.0684094,0.348929
807.9,1.0995,-5.60688
808,-0.119062,0.607079
808.1,-1.26262,6.43709
808.2,0.201799,-1.02867
808.3,-0.22342,1.13875
808.4,0.345355,-1.76002
808.5,0.0595143,-0.303263
808.6,0.581272,-2.96158
808.7,0.327072,-1.66621
808.8,1.17704,-5.99544
808.9,1.10073,-5.60606
809,19.7605,-100.628
809.1,-1.26426,6.43725
809.2,-1.18455,6.03065
809.3,-0.223617,1.13831
809.4,-0.475937,2.42246
809.5,0.0596609,-0.303621
809.6,-0.219478,1.11681
809.7,0.327524,-1.66639
809.8,-0.068469,0.34829
809.9,1.10197,-5.60524
810,-0.119647,0.608519
810.1,-1.26589,6.43742
810.2,0.202553,-1.02961
810.3,-0.223815,1.13787
810.4,0.346366,-1.7607
810.5,0.0598063,-0.303979
810.6,0.582826,-2.96191
810.7,0.327975,-1.66658
810.8,1.17988,-5.99469
810.9,1.1032,-5.60442
811,19.7594,-100.368
811.1,-1.26753,6.43758
811.2,-1.18743,6.02999
811.3,-0.224012,1.13744
811.4,-0.476968,2.42153
811.5,0.0599527,-0.304337
811.6,-0.21987,1.11598
811.7,0.328428,-1.66677
811.8,-0.0685105,0.347643
811.9,1.10444,-5.60359
812,-0.120235,0.609959
812.1,-1.26916,6.43774
812.2,0.203197,-1.03051
812.3,-0.224209,1.137
812.4,0.347379,-1.76139
812.5,0.0600986,-0.304696
812.6,0.58435,-2.96225
812.7,0.328879,-1.66696
812.8,1.18272,-5.99395
812.9,1.10567,-5.60277
813,19.7582,-100.108
813.1,-1.2708,6.4379
813.2,-1.1903,6.02933
813.3,-0.224406,1.13656
813.4,-0.477992,2.42059
813.5,0.0602458,-0.305054
813.6,-0.220261,1.11515
813.7,0.329332,-1.66715
813.8,-0.0685649,0.347044
813.9,1.1069,-5.60195
814,-0.120822,0.611398
814.1,-1.27243,6.43806
814.2,0.203625,-1.03165
814.3,-0.224603,1.13613
814.4,0.348392,-1.76208
814.5,0.0603929,-0.305412
814.6,0.585902,-2.9626
814.7,0.329785,-1.66734
814.8,1.18555,-5.99321
814.9,1.10813,-5.60113
815,19.757,-99.8503
815.1,-1.27407,6.43823
815.2,-1.19317,6.02867
815.3,-0.224799,1.13569
815.4,-0.479017,2.41966
815.5,0.0605392,-0.30577
815.6,-0.220652,1.11432
815.7,0.330237,-1.66752
815.8,-0.0686135,0.346403
815.9,1.10937,-5.60031
816,-0.121412,0.612837
816.1,-1.2757,6.43839
816.2,0.204511,-1.03258
816.3,-0.224995,1.13525
816.4,0.349406,-1.76277
816.5,0.0606866,-0.306128
816.6,0.587444,-2.96293
816.7,0.330689,-1.66771
816.8,1.18839,-5.99246
816.9,1.1106,-5.59948
817,19.7558,-99.5935
817.1,-1.27734,6.43855
817.2,-1.19604,6.02801
817.3,-0.225191,1.13481
817.4,-0.480031,2.41871
817.5,0.0608335,-0.306486
817.6,-0.221042,1.11348
817.7,0.331142,-1.6679
817.8,-0.0686579,0.345778
817.9,1.11183,-5.59866
818,-0.122003,0.614275
818.1,-1.27897,6.4387
818.2,0.205823,-1.03276
818.3,-0.225387,1.13437
818.4,0.350421,-1.76345
818.5,0.060981,-0.306844
818.6,0.588985,-2.96327
818.7,0.331595,-1.66808
818.8,1.19123,-5.99172
818.9,1.11306,-5.59783
819,19.7546,-99.338
819.1,-1.28061,6.43886
819.2,-1.19891,6.02734
819.3,-0.225582,1.13394
819.4,-0.481041,2.41778
819.5,0.0611286,-0.307201
819.6,-0.221431,1.11265
819.7,0.332048,-1.66827
819.8,-0.0687099,0.345157
819.9,1.11429,-5.59701
820,-0.122596,0.615713
820.1,-1.28224,6.43902
820.2,0.205568,-1.03547
820.3,-0.225778,1.1335
820.4,0.351436,-1.76414
820.5,0.0612767,-0.307559
820.6,0.590521,-2.9636
820.7,0.332501,-1.66846
820.8,1.19407,-5.99097
820.9,1.11552,-5.59619
821,19.7534,-99.0837
821.1,-1.28388,6.43918
821.2,-1.20178,6.02667
821.3,-0.225973,1.13306
821.4,-0.482076,2.41683
821.5,0.0614243,-0.307917
821.6,-0.221819,1.11182
821.7,0.332954,-1.66865
821.8,-0.0687461,0.344526
821.9,1.11675,-5.59536
822,-0.12319,0.61715
822.1,-1.28552,6.43934
822.2,0.206874,-1.0357
822.3,-0.226168,1.13262
822.4,0.352453,-1.76482
822.5,0.0615728,-0.308274
822.6,0.59207,-2.96393
822.7,0.333407,-1.66883
822.8,1.1969,-5.99022
822.9,1.11798,-5.59453
823,19.7522,-98.8306
823.1,-1.28715,6.43949
823.2,-1.20465,6.026
823.3,-0.226362,1.13218
823.4,-0.483092,2.4159
823.5,0.0617213,-0.308631
823.6,-0.222207,1.11099
823.7,0.33386,-1.66902
823.8,-0.0687976,0.343897
823.9,1.11921,-5.59371
824,-0.123785,0.618587
824.1,-1.28879,6.43965
824.2,0.207811,-1.0366
824.3,-0.226557,1.13175
824.4,0.35347,-1.76551
824.5,0.0618696,-0.308989
824.6,0.5936,-2.96426
824.7,0.334313,-1.6692
824.8,1.19974,-5.98946
824.9,1.12044,-5.59288
825,19.751,-98.5786
825.1,-1.29043,6.4398
825.2,-1.20752,6.02533
825.3,-0.226751,1.13131
825.4,-0.484093,2.41496
825.5,0.0620182,-0.309346
825.6,-0.222594,1.11015
825.7,0.334766,-1.66939
825.8,-0.0688524,0.343274
825.9,1.12167,-5.59206
826,-0.124381,0.620023
826.1,-1.29206,6.43996
826.2,0.20821,-1.03768
826.3,-0.226945,1.13087
826.4,0.354487,-1.76619
826.5,0.0621676,-0.309704
826.6,0.595189,-2.9646
826.7,0.33522,-1.66957
826.8,1.20257,-5.98871
826.9,1.1229,-5.59123
827,19.7498,-98.3279
827.1,-1.2937,6.44011
827.2,-1.21039,6.02466
827.3,-0.227139,1.13043
827.4,-0.485116,2.41403
827.5,0.0623162,-0.310061
827.6,-0.22298,1.10932
827.7,0.335673,-1.66976
827.8,-0.0688949,0.342642
827.9,1.12412,-5.5904
828,-0.124979,0.621459
828.1,-1.29534,6.44027
828.2,0.208879,-1.03868
828.3,-0.227333,1.12999
828.4,0.355506,-1.76688
828.5,0.0624657,-0.310418
828.6,0.596707,-2.96492
828.7,0.336127,-1.66995
828.8,1.20541,-5.98796
828.9,1.12535,-5.58958
829,19.7486,-98.0784
829.1,-1.29697,6.44042
829.2,-1.21326,6.02398
829.3,-0.227526,1.12955
829.4,-0.48613,2.41308
829.5,0.0626149,-0.310775
829.6,-0.223366,1.10849
829.7,0.336581,-1.67013
829.8,-0.0689383,0.342031
829.9,1.12658,-5.58875
830,-0.125578,0.622895
830.1,-1.29861,6.44058
830.2,0.209626,-1.03963
830.3,-0.227719,1.12911
830.4,0.356525,-1.76756
830.5,0.0627642,-0.311132
830.6,0.598246,-2.96526
830.7,0.337035,-1.67032
830.8,1.20824,-5.9872
830.9,1.12781,-5.58792
831,19.7473,-97.83
831.1,-1.30025,6.44073
831.2,-1.21613,6.0233
831.3,-0.227912,1.12867
831.4,-0.487139,2.41215
831.5,0.0629141,-0.311489
831.6,-0.22375,1.10766
831.7,0.337489,-1.6705
831.8,-0.0689788,0.341401
831.9,1.12903,-5.58709
832,-0.126179,0.62433
832.1,-1.30189,6.44088
832.2,0.210384,-1.04068
832.3,-0.228105,1.12824
832.4,0.357546,-1.76825
832.5,0.0630639,-0.311846
832.6,0.599802,-2.96558
832.7,0.337943,-1.67068
832.8,1.21108,-5.98644
832.9,1.13026,-5.58626
833,19.7462,-97.5828
833.1,-1.30352,6.44103
833.2,-1.219,6.02263
833.3,-0.228298,1.1278
833.4,-0.488154,2.4112
833.5,0.0632145,-0.312203
833.6,-0.224135,1.10682
833.7,0.338397,-1.67087
833.8,-0.0690303,0.340777
833.9,1.13148,-5.58544
834,-0.126781,0.625764
834.1,-1.30516,6.44118
834.2,0.211033,-1.04172
834.3,-0.22849,1.12736
834.4,0.358567,-1.76893
834.5,0.0633645,-0.31256
834.6,0.60135,-2.96591
834.7,0.338851,-1.67105
834.8,1.21391,-5.98568
834.9,1.13271,-5.58461
835,19.745,-97.3367
835.1,-1.3068,6.44134
835.2,-1.22187,6.02195
835.3,-0.228682,1.12692
835.4,-0.48917,2.41027
835.5,0.0635145,-0.312916
835.6,-0.224518,1.10599
835.7,0.339306,-1.67124
835.8,-0.069056,0.340154
835.9,1.13394,-5.58378
836,-0.127385,0.627198
836.1,-1.30844,6.44149
836.2,0.211807,-1.04266
836.3,-0.228874,1.12648
836.4,0.359587,-1.76961
836.5,0.0636656,-0.313273
836.6,0.602892,-2.96623
836.7,0.33976,-1.67142
836.8,1.21674,-5.98492
836.9,1.13516,-5.58295
837,19.7438,-97.0918
837.1,-1.31008,6.44164
837.2,-1.22473,6.02126
837.3,-0.229066,1.12604
837.4,-0.490192,2.40931
837.5,0.0638161,-0.31363
837.6,-0.224901,1.10516
837.7,0.340215,-1.6716
837.8,-0.0691032,0.339556
837.9,1.13639,-5.58212
838,-0.12799,0.628631
838.1,-1.31171,6.44179
838.2,0.212687,-1.04375
838.3,-0.229257,1.1256
838.4,0.36061,-1.77029
838.5,0.0639668,-0.313986
838.6,0.604431,-2.96656
838.7,0.34067,-1.67179
838.8,1.21957,-5.98415
838.9,1.13761,-5.58129
839,19.7425,-96.8481
839.1,-1.31335,6.44194
839.2,-1.2276,6.02058
839.3,-0.229449,1.12516
839.4,-0.491173,2.40839
839.5,0.0641179,-0.314343
839.6,-0.225283,1.10433
839.7,0.341124,-1.67197
839.8,-0.0691338,0.338909
839.9,1.13883,-5.58046
840,-0.128597,0.630064
840.1,-1.31499,6.44208
840.2,0.213287,-1.04469
840.3,-0.22964,1.12472
840.4,0.361633,-1.77097
840.5,0.0642695,-0.314699
840.6,0.605996,-2.96688
840.7,0.341579,-1.67215
840.8,1.22241,-5.98339
840.9,1.14006,-5.57963
841,19.7413,-96.6054
841.1,-1.31663,6.44223
841.2,-1.23047,6.01989
841.3,-0.229831,1.12428
841.4,-0.492198,2.40744
841.5,0.0644207,-0.315056
841.6,-0.225665,1.1035
841.7,0.342034,-1.67233
841.8,-0.0691891,0.338279
841.9,1.14128,-5.5788
842,-0.129204,0.631497
842.1,-1.31827,6.44238
842.2,0.213945,-1.04574
842.3,-0.230021,1.12384
842.4,0.362657,-1.77166
842.5,0.0645721,-0.315412
842.6,0.607541,-2.96721
842.7,0.342489,-1.67252
842.8,1.22524,-5.98262
842.9,1.1425,-5.57796
843,19.7401,-96.3639
843.1,-1.31991,6.44253
843.2,-1.23333,6.01921
843.3,-0.230212,1.1234
843.4,-0.493208,2.4065
843.5,0.0647237,-0.315768
843.6,-0.226045,1.10266
843.7,0.342943,-1.6727
843.8,-0.0693545,0.337738
843.9,1.14373,-5.57713
844,-0.129813,0.632929
844.1,-1.32155,6.44267
844.2,0.214758,-1.04673
844.3,-0.230402,1.12296
844.4,0.363682,-1.77234
844.5,0.0648758,-0.316124
844.6,0.609077,-2.96753
844.7,0.343399,-1.67288
844.8,1.22807,-5.98185
844.9,1.14495,-5.5763
845,19.7389,-96.1235
845.1,-1.32319,6.44282
845.2,-1.2362,6.01852
845.3,-0.230592,1.12252
845.4,-0.494217,2.40554
845.5,0.0650277,-0.31648
845.6,-0.226425,1.10183
845.7,0.343854,-1.67306
845.8,-0.0691681,0.336986
845.9,1.14617,-5.57547
846,-0.130424,0.634361
846.1,-1.32483,6.44297
846.2,0.215454,-1.04773
846.3,-0.230782,1.12208
846.4,0.364707,-1.77302
846.5,0.0651803,-0.316836
846.6,0.61062,-2.96785
846.7,0.34431,-1.67324
846.8,1.2309,-5.98108
846.9,1.14739,-5.57464
847,19.7376,-95.8842
847.1,-1.32647,6.44311
847.2,-1.23906,6.01783
847.3,-0.230972,1.12164
847.4,-0.495227,2.40461
847.5,0.0653334,-0.317192
847.6,-0.226804,1.101
847.7,0.344765,-1.67343
847.8,-0.0693164,0.336464
847.9,1.14861,-5.5738
848,-0.131036,0.635792
848.1,-1.32811,6.44326
848.2,0.216189,-1.04873
848.3,-0.23116,1.1212
848.4,0.365734,-1.7737
848.5,0.0654857,-0.317548
848.6,0.612188,-2.96817
848.7,0.34522,-1.67361
848.8,1.23373,-5.98031
848.9,1.14983,-5.57297
849,19.7364,-95.646
849.1,-1.32975,6.4434
849.2,-1.24193,6.01714
849.3,-0.23135,1.12076
849.4,-0.496228,2.40366
849.5,0.0656385,-0.317904
849.6,-0.227183,1.10017
849.7,0.345676,-1.67379
849.8,-0.069397,0.335851
849.9,1.15105,-5.57213
850,-0.131649,0.637223
850.1,-1.33139,6.44354
850.2,0.216974,-1.04973
850.3,-0.231539,1.12031
850.4,0.36676,-1.77438
850.5,0.0657911,-0.31826
850.6,0.613731,-2.96849
850.7,0.346131,-1.67397
850.8,1.23656,-5.97954
850.9,1.15227,-5.5713
851,19.7352,-95.409
851.1,-1.33302,6.44369
851.2,-1.24479,6.01644
851.3,-0.231727,1.11987
851.4,-0.497228,2.40274
851.5,0.0659444,-0.318615
851.6,-0.227561,1.09934
851.7,0.346588,-1.67415
851.8,-0.0694146,0.335217
851.9,1.15349,-5.57047
852,-0.132264,0.638653
852.1,-1.33467,6.44383
852.2,0.217687,-1.05076
852.3,-0.231916,1.11943
852.4,0.367788,-1.77505
852.5,0.0660982,-0.318971
852.6,0.615279,-2.9688
852.7,0.347043,-1.67433
852.8,1.23939,-5.97876
852.9,1.15471,-5.56963
853,19.7339,-95.1729
853.1,-1.33631,6.44397
853.2,-1.24765,6.01575
853.3,-0.232105,1.11899
853.4,-0.498259,2.40178
853.5,0.0662515,-0.319327
853.6,-0.227938,1.09851
853.7,0.3475,-1.67451
853.8,-0.0694437,0.334591
853.9,1.15593,-5.5688
854,-0.132879,0.640083
854.1,-1.33795,6.44411
854.2,0.218432,-1.05178
854.3,-0.232293,1.11855
854.4,0.368817,-1.77573
854.5,0.0664055,-0.319682
854.6,0.616806,-2.96911
854.7,0.347956,-1.67469
854.8,1.24221,-5.97798
854.9,1.15715,-5.56796
855,19.7327,-94.938
855.1,-1.33959,6.44426
855.2,-1.25052,6.01505
855.3,-0.232481,1.11811
855.4,-0.499246,2.40084
855.5,0.0665593,-0.320038
855.6,-0.228314,1.09767
855.7,0.348411,-1.67487
855.8,-0.069488,0.333971
855.9,1.15837,-5.56713
856,-0.133497,0.641512
856.1,-1.34123,6.4444
856.2,0.219169,-1.05282
856.3,-0.232668,1.11767
856.4,0.369846,-1.77641
856.5,0.0667129,-0.320393
856.6,0.618361,-2.96941
856.7,0.348868,-1.67505
856.8,1.24504,-5.9772
856.9,1.15959,-5.56629
857,19.7314,-94.7041
857.1,-1.34287,6.44454
857.2,-1.25338,6.01435
857.3,-0.232856,1.11723
857.4,-0.500228,2.39989
857.5,0.0668674,-0.320749
857.6,-0.22869,1.09684
857.7,0.349324,-1.67523
857.8,-0.0695157,0.33336
857.9,1.1608,-5.56545
858,-0.134116,0.642941
858.1,-1.34451,6.44468
858.2,0.219858,-1.05384
858.3,-0.233042,1.11678
858.4,0.370876,-1.77709
858.5,0.0670211,-0.321104
858.6,0.62,-2.96978
858.7,0.34978,-1.67541
858.8,1.24787,-5.97642
858.9,1.16202,-5.56462
859,19.7302,-94.4713
859.1,-1.34615,6.44482
859.2,-1.25624,6.01365
859.3,-0.23323,1.11634
859.4,-0.501251,2.39893
859.5,0.0671763,-0.321459
859.6,-0.229065,1.09601
859.7,0.350237,-1.67559
859.8,-0.0695515,0.332735
859.9,1.16324,-5.56378
860,-0.134736,0.644369
860.1,-1.34779,6.44495
860.2,0.220616,-1.05482
860.3,-0.233417,1.1159
860.4,0.371907,-1.77777
860.5,0.0673308,-0.321814
860.6,0.621477,-2.97008
860.7,0.350693,-1.67577
860.8,1.25069,-5.97564
860.9,1.16446,-5.56294
861,19.7289,-94.2396
861.1,-1.34943,6.44509
861.2,-1.2591,6.01295
861.3,-0.233604,1.11546
861.4,-0.502247,2.39801
861.5,0.0674863,-0.322169
861.6,-0.229439,1.09518
861.7,0.35115,-1.67595
861.8,-0.0696115,0.33213
861.9,1.16567,-5.56211
862,-0.135358,0.645796
862.1,-1.35108,6.44523
862.2,0.221355,-1.05585
862.3,-0.23379,1.11502
862.4,0.372938,-1.77844
862.5,0.0676413,-0.322524
862.6,0.623042,-2.97039
862.7,0.351607,-1.67612
862.8,1.25352,-5.97486
862.9,1.16689,-5.56127
863,19.7277,-94.0089
863.1,-1.35272,6.44537
863.2,-1.26197,6.01225
863.3,-0.233976,1.11457
863.4,-0.503263,2.39708
863.5,0.067796,-0.322879
863.6,-0.229813,1.09435
863.7,0.352064,-1.6763
863.8,-0.0696239,0.331508
863.9,1.1681,-5.56043
864,-0.135981,0.647224
864.1,-1.35436,6.44551
864.2,0.222101,-1.05687
864.3,-0.234163,1.11413
864.4,0.37397,-1.77912
864.5,0.0679512,-0.323234
864.6,0.624577,-2.97069
864.7,0.352521,-1.67648
864.8,1.25635,-5.97407
864.9,1.16932,-5.55959
865,19.7264,-93.7792
865.1,-1.356,6.44564
865.2,-1.26483,6.01154
865.3,-0.234348,1.11369
865.4,-0.504254,2.39607
865.5,0.0681076,-0.323588
865.6,-0.230186,1.09352
865.7,0.352978,-1.67666
865.8,-0.069665,0.330909
865.9,1.17053,-5.55875
866,-0.136606,0.648651
866.1,-1.35764,6.44578
866.2,0.222834,-1.05786
866.3,-0.234533,1.11325
866.4,0.375003,-1.7798
866.5,0.0682631,-0.323943
866.6,0.626141,-2.97101
866.7,0.353435,-1.67683
866.8,1.25917,-5.97329
866.9,1.17175,-5.55791
867,19.7252,-93.5505
867.1,-1.35928,6.44591
867.2,-1.26769,6.01083
867.3,-0.234719,1.11281
867.4,-0.505239,2.39516
867.5,0.0684185,-0.324298
867.6,-0.230557,1.09269
867.7,0.353892,-1.67701
867.8,-0.0697107,0.330291
867.9,1.17296,-5.55707
868,-0.137232,0.650077
868.1,-1.36093,6.44605
868.2,0.223577,-1.0589
868.3,-0.234904,1.11236
868.4,0.376036,-1.78047
868.5,0.0685744,-0.324652
868.6,0.627702,-2.97132
868.7,0.35435,-1.67719
868.8,1.26199,-5.9725
868.9,1.17418,-5.55624
869,19.7239,-93.3229
869.1,-1.36257,6.44618
869.2,-1.27055,6.01012
869.3,-0.235089,1.11192
869.4,-0.506235,2.39433
869.5,0.0687308,-0.325007
869.6,-0.23093,1.09186
869.7,0.354807,-1.67737
869.8,-0.0697346,0.329676
869.9,1.17539,-5.5554
870,-0.137859,0.651502
870.1,-1.36421,6.44632
870.2,0.224321,-1.05989
870.3,-0.235274,1.11148
870.4,0.377071,-1.78115
870.5,0.0688877,-0.325361
870.6,0.62925,-2.97163
870.7,0.355265,-1.67754
870.8,1.26482,-5.97171
870.9,1.1766,-5.55455
871,19.7226,-93.0963
871.1,-1.36585,6.44645
871.2,-1.27341,6.00941
871.3,-0.235458,1.11103
871.4,-0.507287,2.39316
871.5,0.0690436,-0.325716
871.6,-0.2313,1.09103
871.7,0.355723,-1.67772
871.8,-0.0697756,0.32908
871.9,1.17782,-5.55371
872,-0.138487,0.652928
872.1,-1.3675,6.44659
872.2,0.225061,-1.0609
872.3,-0.235642,1.11059
872.4,0.378106,-1.78182
872.5,0.0692005,-0.32607
872.6,0.630795,-2.97194
872.7,0.35618,-1.6779
872.8,1.26764,-5.97092
872.9,1.17903,-5.55287
873,19.7214,-92.8708
873.1,-1.36914,6.44672
873.2,-1.27627,6.0087
873.3,-0.235826,1.11015
873.4,-0.508247,2.39229
873.5,0.0693581,-0.326424
873.6,-0.23167,1.0902
873.7,0.356638,-1.67807
873.8,-0.0698161,0.328462
873.9,1.18024,-5.55203
874,-0.139118,0.654353
